"page_title","url","description","found_at_url","found_in_google_analytics","found_in_google_search_console","found_in_backlinks","found_in_list","found_in_log_summary","found_in_web_crawl","found_in_sitemap","topic_similarities"
"Clear GC, LLC: Contract UT-R1-GC-060425-CGC | Sourcewell","https://www.sourcewell-mn.gov/cooperative-purchasing/UT-R1-GC-060425-CGC",,"https://www.sourcewell-mn.gov/solicitations/11211",,,,,,true,false,"[{""slot_no"":15,""topic_type"":""user"",""topic_name"":""Construction Contracts and Facility Project Procurement"",""cosine_similarity"":0.681},{""slot_no"":9,""topic_type"":""user"",""topic_name"":""Infrastructure Modernization and Long-Term Capital Planning via Cooperative Purchasing"",""cosine_similarity"":0.636},{""slot_no"":4,""topic_type"":""user"",""topic_name"":""Disaster Preparedness, Response, and Recovery Through Cooperative Contracts"",""cosine_similarity"":0.625},{""slot_no"":23,""topic_type"":""user"",""topic_name"":""Risk, Benefit, and Insurance (RBI) Strategies in Cooperative Purchasing"",""cosine_similarity"":0.575},{""slot_no"":11,""topic_type"":""user"",""topic_name"":""Contract Management Best Practices After Award"",""cosine_similarity"":0.562},{""slot_no"":12,""topic_type"":""user"",""topic_name"":""Technology Procurement: Simplifying Access to IT, Software, and Digital Services"",""cosine_similarity"":0.56},{""slot_no"":6,""topic_type"":""user"",""topic_name"":""Purchasing Solutions for the Army, Navy, Air Force, and Army Reserves"",""cosine_similarity"":0.544},{""slot_no"":14,""topic_type"":""user"",""topic_name"":""The Future of Public Procurement: Innovation, Automation, and AI Readiness"",""cosine_similarity"":0.529},{""slot_no"":7,""topic_type"":""user"",""topic_name"":""Supporting Local Governments with Scalable Procurement Solutions"",""cosine_similarity"":0.519},{""slot_no"":0,""topic_type"":""user"",""topic_name"":""Fire and Rescue Equipment Through Cooperative Contracts"",""cosine_similarity"":0.467}]"
"Cooper Building Services, LLC: Contract MD-R3-GC-030425-COOP | Sourcewell","https://www.sourcewell-mn.gov/cooperative-purchasing/MD-R3-GC-030425-COOP",,"https://www.sourcewell-mn.gov/solicitations/11187",,,,,,true,false,"[{""slot_no"":15,""topic_type"":""user"",""topic_name"":""Construction Contracts and Facility Project Procurement"",""cosine_similarity"":0.695},{""slot_no"":9,""topic_type"":""user"",""topic_name"":""Infrastructure Modernization and Long-Term Capital Planning via Cooperative Purchasing"",""cosine_similarity"":0.678},{""slot_no"":4,""topic_type"":""user"",""topic_name"":""Disaster Preparedness, Response, and Recovery Through Cooperative Contracts"",""cosine_similarity"":0.663},{""slot_no"":23,""topic_type"":""user"",""topic_name"":""Risk, Benefit, and Insurance (RBI) Strategies in Cooperative Purchasing"",""cosine_similarity"":0.6},{""slot_no"":7,""topic_type"":""user"",""topic_name"":""Supporting Local Governments with Scalable Procurement Solutions"",""cosine_similarity"":0.577},{""slot_no"":11,""topic_type"":""user"",""topic_name"":""Contract Management Best Practices After Award"",""cosine_similarity"":0.55},{""slot_no"":0,""topic_type"":""user"",""topic_name"":""Fire and Rescue Equipment Through Cooperative Contracts"",""cosine_similarity"":0.533},{""slot_no"":6,""topic_type"":""user"",""topic_name"":""Purchasing Solutions for the Army, Navy, Air Force, and Army Reserves"",""cosine_similarity"":0.531},{""slot_no"":14,""topic_type"":""user"",""topic_name"":""The Future of Public Procurement: Innovation, Automation, and AI Readiness"",""cosine_similarity"":0.528}]"
"Global Search | Sourcewell","https://www.sourcewell-mn.gov/search?f%5B0%5D=filters%3Acontractprofile&f%5B1%5D=filters%3Anews&page=12",,"https://www.sourcewell-mn.gov/search?f%5B0%5D=filters%3Acontractprofile&f%5B1%5D=filters%3Anews&page=8",,,,,,true,false,"[{""slot_no"":11,""topic_type"":""user"",""topic_name"":""Contract Management Best Practices After Award"",""cosine_similarity"":0.794},{""slot_no"":6,""topic_type"":""user"",""topic_name"":""Purchasing Solutions for the Army, Navy, Air Force, and Army Reserves"",""cosine_similarity"":0.78},{""slot_no"":12,""topic_type"":""user"",""topic_name"":""Technology Procurement: Simplifying Access to IT, Software, and Digital Services"",""cosine_similarity"":0.754},{""slot_no"":17,""topic_type"":""user"",""topic_name"":""Leveraging Cooperative Contracts for Strategic Impact"",""cosine_similarity"":0.749},{""slot_no"":8,""topic_type"":""user"",""topic_name"":""Cooperative Purchasing for K–12 Schools and Higher Education Institutions"",""cosine_similarity"":0.717},{""slot_no"":4,""topic_type"":""user"",""topic_name"":""Disaster Preparedness, Response, and Recovery Through Cooperative Contracts"",""cosine_similarity"":0.696},{""slot_no"":10,""topic_type"":""user"",""topic_name"":""The Power of Cooperative Purchasing"",""cosine_similarity"":0.696},{""slot_no"":16,""topic_type"":""user"",""topic_name"":""Sustainability and Environmentally Responsible Purchasing Through Cooperative Contracts"",""cosine_similarity"":0.6},{""slot_no"":7,""topic_type"":""user"",""topic_name"":""Supporting Local Governments with Scalable Procurement Solutions"",""cosine_similarity"":0.583},{""slot_no"":0,""topic_type"":""user"",""topic_name"":""Fire and Rescue Equipment Through Cooperative Contracts"",""cosine_similarity"":0.57},{""slot_no"":2,""topic_type"":""user"",""topic_name"":""Fleet Management and Vehicle Procurement Efficiencies"",""cosine_similarity"":0.559},{""slot_no"":23,""topic_type"":""user"",""topic_name"":""Risk, Benefit, and Insurance (RBI) Strategies in Cooperative Purchasing"",""cosine_similarity"":0.53},{""slot_no"":15,""topic_type"":""user"",""topic_name"":""Construction Contracts and Facility Project Procurement"",""cosine_similarity"":0.513},{""slot_no"":1,""topic_type"":""user"",""topic_name"":""Cooperative Purchasing Solutions for Public Safety Agencies"",""cosine_similarity"":0.507},{""slot_no"":9,""topic_type"":""user"",""topic_name"":""Infrastructure Modernization and Long-Term Capital Planning via Cooperative Purchasing"",""cosine_similarity"":0.481},{""slot_no"":14,""topic_type"":""user"",""topic_name"":""The Future of Public Procurement: Innovation, Automation, and AI Readiness"",""cosine_similarity"":0.472},{""slot_no"":3,""topic_type"":""user"",""topic_name"":""Supporting Military Installations Through Intergovernmental Support Agreements (IGSAs)"",""cosine_similarity"":0.428}]"
"Colors Are Us of Nevada, LLC: Contract UT-R6-CC-060425-CAUN | Sourcewell","https://www.sourcewell-mn.gov/cooperative-purchasing/UT-R6-CC-060425-CAUN",,"https://www.sourcewell-mn.gov/solicitations/11211",,,,,,true,false,"[{""slot_no"":15,""topic_type"":""user"",""topic_name"":""Construction Contracts and Facility Project Procurement"",""cosine_similarity"":0.575},{""slot_no"":9,""topic_type"":""user"",""topic_name"":""Infrastructure Modernization and Long-Term Capital Planning via Cooperative Purchasing"",""cosine_similarity"":0.55},{""slot_no"":4,""topic_type"":""user"",""topic_name"":""Disaster Preparedness, Response, and Recovery Through Cooperative Contracts"",""cosine_similarity"":0.542},{""slot_no"":11,""topic_type"":""user"",""topic_name"":""Contract Management Best Practices After Award"",""cosine_similarity"":0.497},{""slot_no"":23,""topic_type"":""user"",""topic_name"":""Risk, Benefit, and Insurance (RBI) Strategies in Cooperative Purchasing"",""cosine_similarity"":0.483},{""slot_no"":16,""topic_type"":""user"",""topic_name"":""Sustainability and Environmentally Responsible Purchasing Through Cooperative Contracts"",""cosine_similarity"":0.473},{""slot_no"":0,""topic_type"":""user"",""topic_name"":""Fire and Rescue Equipment Through Cooperative Contracts"",""cosine_similarity"":0.417},{""slot_no"":14,""topic_type"":""user"",""topic_name"":""The Future of Public Procurement: Innovation, Automation, and AI Readiness"",""cosine_similarity"":0.416}]"
"Global Search | Sourcewell","https://www.sourcewell-mn.gov/search?f%5B0%5D=filters%3Acontractprofile&f%5B1%5D=filters%3Anews&f%5B2%5D=filters%3Apage&page=2",,"https://www.sourcewell-mn.gov/search?f%5B0%5D=filters%3Acontractprofile&f%5B1%5D=filters%3Anews&f%5B2%5D=filters%3Apage",,,,,,true,false,"[{""slot_no"":6,""topic_type"":""user"",""topic_name"":""Purchasing Solutions for the Army, Navy, Air Force, and Army Reserves"",""cosine_similarity"":0.779},{""slot_no"":11,""topic_type"":""user"",""topic_name"":""Contract Management Best Practices After Award"",""cosine_similarity"":0.755},{""slot_no"":12,""topic_type"":""user"",""topic_name"":""Technology Procurement: Simplifying Access to IT, Software, and Digital Services"",""cosine_similarity"":0.742},{""slot_no"":17,""topic_type"":""user"",""topic_name"":""Leveraging Cooperative Contracts for Strategic Impact"",""cosine_similarity"":0.708},{""slot_no"":8,""topic_type"":""user"",""topic_name"":""Cooperative Purchasing for K–12 Schools and Higher Education Institutions"",""cosine_similarity"":0.684},{""slot_no"":4,""topic_type"":""user"",""topic_name"":""Disaster Preparedness, Response, and Recovery Through Cooperative Contracts"",""cosine_similarity"":0.676},{""slot_no"":10,""topic_type"":""user"",""topic_name"":""The Power of Cooperative Purchasing"",""cosine_similarity"":0.645},{""slot_no"":2,""topic_type"":""user"",""topic_name"":""Fleet Management and Vehicle Procurement Efficiencies"",""cosine_similarity"":0.597},{""slot_no"":0,""topic_type"":""user"",""topic_name"":""Fire and Rescue Equipment Through Cooperative Contracts"",""cosine_similarity"":0.593},{""slot_no"":16,""topic_type"":""user"",""topic_name"":""Sustainability and Environmentally Responsible Purchasing Through Cooperative Contracts"",""cosine_similarity"":0.578},{""slot_no"":7,""topic_type"":""user"",""topic_name"":""Supporting Local Governments with Scalable Procurement Solutions"",""cosine_similarity"":0.538},{""slot_no"":1,""topic_type"":""user"",""topic_name"":""Cooperative Purchasing Solutions for Public Safety Agencies"",""cosine_similarity"":0.52},{""slot_no"":23,""topic_type"":""user"",""topic_name"":""Risk, Benefit, and Insurance (RBI) Strategies in Cooperative Purchasing"",""cosine_similarity"":0.497},{""slot_no"":15,""topic_type"":""user"",""topic_name"":""Construction Contracts and Facility Project Procurement"",""cosine_similarity"":0.482},{""slot_no"":14,""topic_type"":""user"",""topic_name"":""The Future of Public Procurement: Innovation, Automation, and AI Readiness"",""cosine_similarity"":0.474},{""slot_no"":9,""topic_type"":""user"",""topic_name"":""Infrastructure Modernization and Long-Term Capital Planning via Cooperative Purchasing"",""cosine_similarity"":0.463},{""slot_no"":3,""topic_type"":""user"",""topic_name"":""Supporting Military Installations Through Intergovernmental Support Agreements (IGSAs)"",""cosine_similarity"":0.403}]"
"Colors Are Us of Nevada, LLC: Contract UT-R2-RW-060425-CAUN | Sourcewell","https://www.sourcewell-mn.gov/cooperative-purchasing/UT-R2-RW-060425-CAUN",,"https://www.sourcewell-mn.gov/solicitations/11211",,,,,,true,false,"[{""slot_no"":15,""topic_type"":""user"",""topic_name"":""Construction Contracts and Facility Project Procurement"",""cosine_similarity"":0.577},{""slot_no"":4,""topic_type"":""user"",""topic_name"":""Disaster Preparedness, Response, and Recovery Through Cooperative Contracts"",""cosine_similarity"":0.56},{""slot_no"":9,""topic_type"":""user"",""topic_name"":""Infrastructure Modernization and Long-Term Capital Planning via Cooperative Purchasing"",""cosine_similarity"":0.552},{""slot_no"":11,""topic_type"":""user"",""topic_name"":""Contract Management Best Practices After Award"",""cosine_similarity"":0.494},{""slot_no"":23,""topic_type"":""user"",""topic_name"":""Risk, Benefit, and Insurance (RBI) Strategies in Cooperative Purchasing"",""cosine_similarity"":0.481},{""slot_no"":16,""topic_type"":""user"",""topic_name"":""Sustainability and Environmentally Responsible Purchasing Through Cooperative Contracts"",""cosine_similarity"":0.459},{""slot_no"":0,""topic_type"":""user"",""topic_name"":""Fire and Rescue Equipment Through Cooperative Contracts"",""cosine_similarity"":0.431},{""slot_no"":14,""topic_type"":""user"",""topic_name"":""The Future of Public Procurement: Innovation, Automation, and AI Readiness"",""cosine_similarity"":0.428}]"
"Colors Are Us of Nevada, LLC: Contract UT-R3-GC-060425-CAUN | Sourcewell","https://www.sourcewell-mn.gov/cooperative-purchasing/UT-R3-GC-060425-CAUN",,"https://www.sourcewell-mn.gov/solicitations/11211",,,,,,true,false,"[{""slot_no"":15,""topic_type"":""user"",""topic_name"":""Construction Contracts and Facility Project Procurement"",""cosine_similarity"":0.579},{""slot_no"":9,""topic_type"":""user"",""topic_name"":""Infrastructure Modernization and Long-Term Capital Planning via Cooperative Purchasing"",""cosine_similarity"":0.555},{""slot_no"":4,""topic_type"":""user"",""topic_name"":""Disaster Preparedness, Response, and Recovery Through Cooperative Contracts"",""cosine_similarity"":0.527},{""slot_no"":23,""topic_type"":""user"",""topic_name"":""Risk, Benefit, and Insurance (RBI) Strategies in Cooperative Purchasing"",""cosine_similarity"":0.501},{""slot_no"":11,""topic_type"":""user"",""topic_name"":""Contract Management Best Practices After Award"",""cosine_similarity"":0.5},{""slot_no"":16,""topic_type"":""user"",""topic_name"":""Sustainability and Environmentally Responsible Purchasing Through Cooperative Contracts"",""cosine_similarity"":0.46},{""slot_no"":0,""topic_type"":""user"",""topic_name"":""Fire and Rescue Equipment Through Cooperative Contracts"",""cosine_similarity"":0.426},{""slot_no"":14,""topic_type"":""user"",""topic_name"":""The Future of Public Procurement: Innovation, Automation, and AI Readiness"",""cosine_similarity"":0.426}]"
"Consolidated Builders of NM: Contract NM-R2-GC-031325-COB | Sourcewell","https://www.sourcewell-mn.gov/cooperative-purchasing/NM-R2-GC-031325-COB",,"https://www.sourcewell-mn.gov/solicitations/11191",,,,,,true,false,"[{""slot_no"":15,""topic_type"":""user"",""topic_name"":""Construction Contracts and Facility Project Procurement"",""cosine_similarity"":0.723},{""slot_no"":9,""topic_type"":""user"",""topic_name"":""Infrastructure Modernization and Long-Term Capital Planning via Cooperative Purchasing"",""cosine_similarity"":0.702},{""slot_no"":4,""topic_type"":""user"",""topic_name"":""Disaster Preparedness, Response, and Recovery Through Cooperative Contracts"",""cosine_similarity"":0.624},{""slot_no"":23,""topic_type"":""user"",""topic_name"":""Risk, Benefit, and Insurance (RBI) Strategies in Cooperative Purchasing"",""cosine_similarity"":0.578},{""slot_no"":7,""topic_type"":""user"",""topic_name"":""Supporting Local Governments with Scalable Procurement Solutions"",""cosine_similarity"":0.576},{""slot_no"":11,""topic_type"":""user"",""topic_name"":""Contract Management Best Practices After Award"",""cosine_similarity"":0.571},{""slot_no"":0,""topic_type"":""user"",""topic_name"":""Fire and Rescue Equipment Through Cooperative Contracts"",""cosine_similarity"":0.539},{""slot_no"":6,""topic_type"":""user"",""topic_name"":""Purchasing Solutions for the Army, Navy, Air Force, and Army Reserves"",""cosine_similarity"":0.52},{""slot_no"":14,""topic_type"":""user"",""topic_name"":""The Future of Public Procurement: Innovation, Automation, and AI Readiness"",""cosine_similarity"":0.48}]"
"Carl Belt, Inc.: Contract MD-R1-CC-030425-CBI | Sourcewell","https://www.sourcewell-mn.gov/cooperative-purchasing/MD-R1-CC-030425-CBI",,"https://www.sourcewell-mn.gov/solicitations/11187",,,,,,true,false,"[{""slot_no"":9,""topic_type"":""user"",""topic_name"":""Infrastructure Modernization and Long-Term Capital Planning via Cooperative Purchasing"",""cosine_similarity"":0.64},{""slot_no"":15,""topic_type"":""user"",""topic_name"":""Construction Contracts and Facility Project Procurement"",""cosine_similarity"":0.629},{""slot_no"":4,""topic_type"":""user"",""topic_name"":""Disaster Preparedness, Response, and Recovery Through Cooperative Contracts"",""cosine_similarity"":0.623},{""slot_no"":23,""topic_type"":""user"",""topic_name"":""Risk, Benefit, and Insurance (RBI) Strategies in Cooperative Purchasing"",""cosine_similarity"":0.571},{""slot_no"":11,""topic_type"":""user"",""topic_name"":""Contract Management Best Practices After Award"",""cosine_similarity"":0.557},{""slot_no"":14,""topic_type"":""user"",""topic_name"":""The Future of Public Procurement: Innovation, Automation, and AI Readiness"",""cosine_similarity"":0.52},{""slot_no"":0,""topic_type"":""user"",""topic_name"":""Fire and Rescue Equipment Through Cooperative Contracts"",""cosine_similarity"":0.448}]"
"GM Builders, Inc.: Contract NM-R3-HVAC-031325-GMB | Sourcewell","https://www.sourcewell-mn.gov/cooperative-purchasing/NM-R3-HVAC-031325-GMB",,"https://www.sourcewell-mn.gov/solicitations/11191",,,,,,true,false,"[{""slot_no"":15,""topic_type"":""user"",""topic_name"":""Construction Contracts and Facility Project Procurement"",""cosine_similarity"":0.727},{""slot_no"":9,""topic_type"":""user"",""topic_name"":""Infrastructure Modernization and Long-Term Capital Planning via Cooperative Purchasing"",""cosine_similarity"":0.694},{""slot_no"":4,""topic_type"":""user"",""topic_name"":""Disaster Preparedness, Response, and Recovery Through Cooperative Contracts"",""cosine_similarity"":0.607},{""slot_no"":7,""topic_type"":""user"",""topic_name"":""Supporting Local Governments with Scalable Procurement Solutions"",""cosine_similarity"":0.584},{""slot_no"":0,""topic_type"":""user"",""topic_name"":""Fire and Rescue Equipment Through Cooperative Contracts"",""cosine_similarity"":0.578},{""slot_no"":11,""topic_type"":""user"",""topic_name"":""Contract Management Best Practices After Award"",""cosine_similarity"":0.566},{""slot_no"":23,""topic_type"":""user"",""topic_name"":""Risk, Benefit, and Insurance (RBI) Strategies in Cooperative Purchasing"",""cosine_similarity"":0.554},{""slot_no"":6,""topic_type"":""user"",""topic_name"":""Purchasing Solutions for the Army, Navy, Air Force, and Army Reserves"",""cosine_similarity"":0.536},{""slot_no"":14,""topic_type"":""user"",""topic_name"":""The Future of Public Procurement: Innovation, Automation, and AI Readiness"",""cosine_similarity"":0.517}]"
"Circadia Construction: Contract MO-R3-GC-111825-CIR | Sourcewell","https://www.sourcewell-mn.gov/cooperative-purchasing/MO-R3-GC-111825-CIR",,"https://www.sourcewell-mn.gov/solicitations/11292",,,,,,true,false,"[{""slot_no"":15,""topic_type"":""user"",""topic_name"":""Construction Contracts and Facility Project Procurement"",""cosine_similarity"":0.72},{""slot_no"":9,""topic_type"":""user"",""topic_name"":""Infrastructure Modernization and Long-Term Capital Planning via Cooperative Purchasing"",""cosine_similarity"":0.705},{""slot_no"":4,""topic_type"":""user"",""topic_name"":""Disaster Preparedness, Response, and Recovery Through Cooperative Contracts"",""cosine_similarity"":0.625},{""slot_no"":11,""topic_type"":""user"",""topic_name"":""Contract Management Best Practices After Award"",""cosine_similarity"":0.587},{""slot_no"":7,""topic_type"":""user"",""topic_name"":""Supporting Local Governments with Scalable Procurement Solutions"",""cosine_similarity"":0.584},{""slot_no"":23,""topic_type"":""user"",""topic_name"":""Risk, Benefit, and Insurance (RBI) Strategies in Cooperative Purchasing"",""cosine_similarity"":0.573},{""slot_no"":14,""topic_type"":""user"",""topic_name"":""The Future of Public Procurement: Innovation, Automation, and AI Readiness"",""cosine_similarity"":0.522},{""slot_no"":0,""topic_type"":""user"",""topic_name"":""Fire and Rescue Equipment Through Cooperative Contracts"",""cosine_similarity"":0.522},{""slot_no"":6,""topic_type"":""user"",""topic_name"":""Purchasing Solutions for the Army, Navy, Air Force, and Army Reserves"",""cosine_similarity"":0.516}]"
"Clear GC, LLC: Contract UT-R2-GC-060425-CGC | Sourcewell","https://www.sourcewell-mn.gov/cooperative-purchasing/UT-R2-GC-060425-CGC",,"https://www.sourcewell-mn.gov/solicitations/11211",,,,,,true,false,"[{""slot_no"":15,""topic_type"":""user"",""topic_name"":""Construction Contracts and Facility Project Procurement"",""cosine_similarity"":0.68},{""slot_no"":9,""topic_type"":""user"",""topic_name"":""Infrastructure Modernization and Long-Term Capital Planning via Cooperative Purchasing"",""cosine_similarity"":0.635},{""slot_no"":4,""topic_type"":""user"",""topic_name"":""Disaster Preparedness, Response, and Recovery Through Cooperative Contracts"",""cosine_similarity"":0.622},{""slot_no"":11,""topic_type"":""user"",""topic_name"":""Contract Management Best Practices After Award"",""cosine_similarity"":0.56},{""slot_no"":23,""topic_type"":""user"",""topic_name"":""Risk, Benefit, and Insurance (RBI) Strategies in Cooperative Purchasing"",""cosine_similarity"":0.557},{""slot_no"":12,""topic_type"":""user"",""topic_name"":""Technology Procurement: Simplifying Access to IT, Software, and Digital Services"",""cosine_similarity"":0.556},{""slot_no"":6,""topic_type"":""user"",""topic_name"":""Purchasing Solutions for the Army, Navy, Air Force, and Army Reserves"",""cosine_similarity"":0.537},{""slot_no"":7,""topic_type"":""user"",""topic_name"":""Supporting Local Governments with Scalable Procurement Solutions"",""cosine_similarity"":0.519},{""slot_no"":14,""topic_type"":""user"",""topic_name"":""The Future of Public Procurement: Innovation, Automation, and AI Readiness"",""cosine_similarity"":0.514},{""slot_no"":0,""topic_type"":""user"",""topic_name"":""Fire and Rescue Equipment Through Cooperative Contracts"",""cosine_similarity"":0.466}]"
"Cooper Building Services, LLC: Contract MD-R2-GC-030425-COOP | Sourcewell","https://www.sourcewell-mn.gov/cooperative-purchasing/MD-R2-GC-030425-COOP",,"https://www.sourcewell-mn.gov/solicitations/11187",,,,,,true,false,"[{""slot_no"":15,""topic_type"":""user"",""topic_name"":""Construction Contracts and Facility Project Procurement"",""cosine_similarity"":0.696},{""slot_no"":9,""topic_type"":""user"",""topic_name"":""Infrastructure Modernization and Long-Term Capital Planning via Cooperative Purchasing"",""cosine_similarity"":0.676},{""slot_no"":4,""topic_type"":""user"",""topic_name"":""Disaster Preparedness, Response, and Recovery Through Cooperative Contracts"",""cosine_similarity"":0.673},{""slot_no"":23,""topic_type"":""user"",""topic_name"":""Risk, Benefit, and Insurance (RBI) Strategies in Cooperative Purchasing"",""cosine_similarity"":0.585},{""slot_no"":7,""topic_type"":""user"",""topic_name"":""Supporting Local Governments with Scalable Procurement Solutions"",""cosine_similarity"":0.563},{""slot_no"":11,""topic_type"":""user"",""topic_name"":""Contract Management Best Practices After Award"",""cosine_similarity"":0.555},{""slot_no"":6,""topic_type"":""user"",""topic_name"":""Purchasing Solutions for the Army, Navy, Air Force, and Army Reserves"",""cosine_similarity"":0.534},{""slot_no"":14,""topic_type"":""user"",""topic_name"":""The Future of Public Procurement: Innovation, Automation, and AI Readiness"",""cosine_similarity"":0.533},{""slot_no"":0,""topic_type"":""user"",""topic_name"":""Fire and Rescue Equipment Through Cooperative Contracts"",""cosine_similarity"":0.528}]"
"BKM Construction LLC: Contract MO-R4-PAC-111825-BKM | Sourcewell","https://www.sourcewell-mn.gov/cooperative-purchasing/MO-R4-PAC-111825-BKM",,"https://www.sourcewell-mn.gov/solicitations/11292",,,,,,true,false,"[{""slot_no"":9,""topic_type"":""user"",""topic_name"":""Infrastructure Modernization and Long-Term Capital Planning via Cooperative Purchasing"",""cosine_similarity"":0.678},{""slot_no"":15,""topic_type"":""user"",""topic_name"":""Construction Contracts and Facility Project Procurement"",""cosine_similarity"":0.671},{""slot_no"":4,""topic_type"":""user"",""topic_name"":""Disaster Preparedness, Response, and Recovery Through Cooperative Contracts"",""cosine_similarity"":0.556},{""slot_no"":11,""topic_type"":""user"",""topic_name"":""Contract Management Best Practices After Award"",""cosine_similarity"":0.539},{""slot_no"":7,""topic_type"":""user"",""topic_name"":""Supporting Local Governments with Scalable Procurement Solutions"",""cosine_similarity"":0.51},{""slot_no"":23,""topic_type"":""user"",""topic_name"":""Risk, Benefit, and Insurance (RBI) Strategies in Cooperative Purchasing"",""cosine_similarity"":0.496},{""slot_no"":0,""topic_type"":""user"",""topic_name"":""Fire and Rescue Equipment Through Cooperative Contracts"",""cosine_similarity"":0.483},{""slot_no"":14,""topic_type"":""user"",""topic_name"":""The Future of Public Procurement: Innovation, Automation, and AI Readiness"",""cosine_similarity"":0.471}]"
"Colors Are Us of Nevada, LLC: Contract UT-R4-CC-060425-CAUN | Sourcewell","https://www.sourcewell-mn.gov/cooperative-purchasing/UT-R4-CC-060425-CAUN",,"https://www.sourcewell-mn.gov/solicitations/11211",,,,,,true,false,"[{""slot_no"":15,""topic_type"":""user"",""topic_name"":""Construction Contracts and Facility Project Procurement"",""cosine_similarity"":0.572},{""slot_no"":9,""topic_type"":""user"",""topic_name"":""Infrastructure Modernization and Long-Term Capital Planning via Cooperative Purchasing"",""cosine_similarity"":0.548},{""slot_no"":4,""topic_type"":""user"",""topic_name"":""Disaster Preparedness, Response, and Recovery Through Cooperative Contracts"",""cosine_similarity"":0.533},{""slot_no"":23,""topic_type"":""user"",""topic_name"":""Risk, Benefit, and Insurance (RBI) Strategies in Cooperative Purchasing"",""cosine_similarity"":0.47},{""slot_no"":16,""topic_type"":""user"",""topic_name"":""Sustainability and Environmentally Responsible Purchasing Through Cooperative Contracts"",""cosine_similarity"":0.46},{""slot_no"":14,""topic_type"":""user"",""topic_name"":""The Future of Public Procurement: Innovation, Automation, and AI Readiness"",""cosine_similarity"":0.418},{""slot_no"":0,""topic_type"":""user"",""topic_name"":""Fire and Rescue Equipment Through Cooperative Contracts"",""cosine_similarity"":0.412}]"
"Circadia Construction: Contract MO-R5-GC-111825-CIR | Sourcewell","https://www.sourcewell-mn.gov/cooperative-purchasing/MO-R5-GC-111825-CIR",,"https://www.sourcewell-mn.gov/solicitations/11292",,,,,,true,false,"[{""slot_no"":15,""topic_type"":""user"",""topic_name"":""Construction Contracts and Facility Project Procurement"",""cosine_similarity"":0.705},{""slot_no"":9,""topic_type"":""user"",""topic_name"":""Infrastructure Modernization and Long-Term Capital Planning via Cooperative Purchasing"",""cosine_similarity"":0.682},{""slot_no"":4,""topic_type"":""user"",""topic_name"":""Disaster Preparedness, Response, and Recovery Through Cooperative Contracts"",""cosine_similarity"":0.625},{""slot_no"":11,""topic_type"":""user"",""topic_name"":""Contract Management Best Practices After Award"",""cosine_similarity"":0.569},{""slot_no"":7,""topic_type"":""user"",""topic_name"":""Supporting Local Governments with Scalable Procurement Solutions"",""cosine_similarity"":0.565},{""slot_no"":23,""topic_type"":""user"",""topic_name"":""Risk, Benefit, and Insurance (RBI) Strategies in Cooperative Purchasing"",""cosine_similarity"":0.532},{""slot_no"":0,""topic_type"":""user"",""topic_name"":""Fire and Rescue Equipment Through Cooperative Contracts"",""cosine_similarity"":0.52},{""slot_no"":14,""topic_type"":""user"",""topic_name"":""The Future of Public Procurement: Innovation, Automation, and AI Readiness"",""cosine_similarity"":0.51},{""slot_no"":6,""topic_type"":""user"",""topic_name"":""Purchasing Solutions for the Army, Navy, Air Force, and Army Reserves"",""cosine_similarity"":0.51}]"
"BKM Construction LLC: Contract MO-R5-PAC-111825-BKM | Sourcewell","https://www.sourcewell-mn.gov/cooperative-purchasing/MO-R5-PAC-111825-BKM",,"https://www.sourcewell-mn.gov/solicitations/11292",,,,,,true,false,"[{""slot_no"":9,""topic_type"":""user"",""topic_name"":""Infrastructure Modernization and Long-Term Capital Planning via Cooperative Purchasing"",""cosine_similarity"":0.67},{""slot_no"":15,""topic_type"":""user"",""topic_name"":""Construction Contracts and Facility Project Procurement"",""cosine_similarity"":0.664},{""slot_no"":4,""topic_type"":""user"",""topic_name"":""Disaster Preparedness, Response, and Recovery Through Cooperative Contracts"",""cosine_similarity"":0.559},{""slot_no"":11,""topic_type"":""user"",""topic_name"":""Contract Management Best Practices After Award"",""cosine_similarity"":0.533},{""slot_no"":7,""topic_type"":""user"",""topic_name"":""Supporting Local Governments with Scalable Procurement Solutions"",""cosine_similarity"":0.513},{""slot_no"":0,""topic_type"":""user"",""topic_name"":""Fire and Rescue Equipment Through Cooperative Contracts"",""cosine_similarity"":0.49},{""slot_no"":23,""topic_type"":""user"",""topic_name"":""Risk, Benefit, and Insurance (RBI) Strategies in Cooperative Purchasing"",""cosine_similarity"":0.488},{""slot_no"":14,""topic_type"":""user"",""topic_name"":""The Future of Public Procurement: Innovation, Automation, and AI Readiness"",""cosine_similarity"":0.475}]"
